1 2.54403
2 2.54499
3 1.25165
4 2.17301
5 2.00736
6 1.78108
7 2.26518
8 1.80658
9 1.7212
10 2.33967
11 1.69831
12 2.19658
13 2.42629
14 2.66109
15 1.9195
16 3.02607
17 2.01622
18 2.35175
19 3.27866
20 1.55224
21 2.14828
22 1.45874
23 2.77509
24 1.71727
25 2.08372
26 1.61413
27 2.10192
28 1.3524
29 1.80558
30 1.33519
31 2.18242
32 2.22545
33 1.84205
34 2.01557
35 2.70351
36 1.94256
37 2.17162
38 2.92621
39 2.0075
40 1.67826
41 1.59653
42 2.06242
43 3.09635
44 1.96232
45 3.28705
46 1.99008
47 1.82916
48 1.9276
49 1.80837
50 1.73314
