ALAALA 6.65155902494474e-11	8.03969216243931e-11	1.42925802217606e-09	2.33094734471849e-10	1.56436040319632e-11	2.18416638747311e-10	1.52631833032381e-09	8.87998293931835e-13	4.49091350421555e-11	1.31899508696861e-10	6.11319153137849e-09	2.37902018611768e-10	2.78737743475542e-11	8.52364499510627e-11	4.12876140327613e-10	4.01573985989012e-12	1.05861831040273e-10	7.17647308377451e-12	4.60053439998208e-10	9.30668311143513e-11	3.97589384897013e-12	2.28120906827115e-10	2.59106167503291e-11	1.68263901045264e-10	1.75939162456919e-10	2.97008394547425e-12	4.16650139514441e-11	3.03384668791117e-10	2.2573990712264e-12	4.73962384524452e-11	1.96639658099281e-12	1.45368913534439e-10	1.51029396333444e-10	2.97008394547425e-12	3.42112357110833e-10	3.40161768229031e-11	8.95375109232718e-13	3.1959743452942e-10	2.22560182567799e-12	1.11005622938686e-10	1.80559230753606e-12	1.09412079444427e-11	4.19963941859349e-12	1.76747830327297e-10	2.06541367864225e-11	4.4925628501269e-11	8.75293051526166e-11	1.70416141142654e-12	7.34180609026313e-11	3.32716988225169e-10
ALAARG 1.27597789738235e-09	1.20227641494936e-10	1.83272611099625e-10	1.23736600415699e-11	2.12698037063042e-09	6.44836182680431e-10	1.5880961204698e-10	4.26365675539545e-09	1.98709534236638e-11	1.24459369410973e-11	5.09968008214479e-11	1.02229345581122e-10	3.31227909986403e-11	2.77950585806982e-10	1.80668901094941e-11	8.99039766419302e-10	3.80681872085166e-10	6.56823279070125e-09	1.04464934556303e-10	9.42982990699206e-10	3.36411381592248e-10	7.64530794141322e-10	3.72523124096565e-10	2.28825763022614e-11	5.15930685460948e-11	9.50258963829449e-11	3.35968732541371e-11	7.09136439384243e-11	2.93877693266613e-11	1.05486252098131e-10	2.34788767570535e-10	3.2161975916696e-10	3.34857608072876e-11	9.50258963829449e-11	1.47344440014671e-09	1.41879303841482e-09	3.51304491520759e-11	1.16759658008374e-09	3.41049742531006e-10	1.5000423952669e-10	2.44601504625089e-11	5.24844821417597e-11	3.33213967404688e-10	2.63106876245114e-10	5.35655768224117e-10	1.85097975275045e-10	3.85513287019281e-11	5.41964731090055e-10	2.0588884924976e-11	1.83337623901104e-11
ALAASN 1.65722729271501e-11	4.28841382385769e-13	4.99652856527346e-11	8.90878898387625e-13	1.65790848097895e-11	4.29418550864268e-11	7.29709363433586e-12	1.39877791511337e-12	9.60126240136475e-13	2.10546886121076e-12	9.79431594945497e-11	5.35888251081637e-12	2.58818482565438e-13	5.51719177482512e-12	1.65043076082601e-12	6.69907961034871e-12	2.06890879679541e-11	3.87693357335554e-11	4.67447798875078e-13	1.87855644157379e-12	8.29576492493968e-13	5.51779242767901e-11	9.54043530144051e-13	3.21586287810165e-13	7.68838144200669e-13	1.13785252450932e-12	2.94705272291699e-10	2.0976343823555e-10	2.80134759300428e-12	2.94870650305552e-11	4.4019175420935e-13	3.81867372984857e-11	3.58723867896473e-10	1.13785252450932e-12	5.13425451089744e-11	1.06586750788254e-10	1.01524295978606e-12	6.48935014173553e-10	4.25677139690431e-12	4.70973179209636e-11	7.59054702119938e-12	1.10904455787956e-10	2.79453437073508e-11	2.10586186321194e-10	2.42552305888775e-12	2.26795300732027e-11	3.18339688163099e-11	6.20684538145239e-13	1.99611197691747e-10	7.32881801680622e-10
ALAASP 5.61076593774525e-10	2.61042288994061e-12	7.86205515281681e-08	3.2401441780035e-12	2.80385206474733e-10	1.75318255963612e-08	1.12257909269646e-09	9.38309630399823e-12	2.98919880596727e-12	1.39187630507249e-12	9.39042323624935e-09	8.8929463011485e-10	2.08186331834344e-12	7.74776684055366e-10	4.19188321974223e-11	4.82939607194821e-11	2.92592544279897e-09	8.43566011225204e-11	1.9803344903424e-12	1.13544304229638e-10	2.27899782187087e-11	1.78175419928628e-08	2.39338624010191e-11	1.21851505520925e-12	1.51073859894264e-11	1.5493736691047e-11	1.27794993683019e-09	2.13591924089724e-08	1.38519678747797e-12	1.78359626294835e-09	6.4593795505708e-12	3.11867708820273e-09	1.15152557823441e-08	1.5493736691047e-11	2.47766002964843e-08	7.07573201018242e-10	3.47358366446111e-12	3.75076805659683e-08	8.80471556112105e-12	6.74703784533819e-09	9.01520164295756e-12	6.08660993429217e-11	3.47481756362965e-11	1.79226807136842e-08	1.5439094630069e-10	1.15829110476637e-09	1.37223581780043e-09	7.74409098558738e-12	3.41120401652849e-09	1.98699151999174e-11
ALACYS 0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALAGLN 1.72198828054417e-09	5.85110877679071e-09	5.16486116921935e-10	2.5890114741044e-11	3.29588810315049e-10	9.07886509459163e-10	7.26165591117055e-09	7.22471518870813e-11	9.29433307964064e-10	9.66833119437935e-11	1.93424450440309e-09	1.75889231447368e-10	2.34254989980988e-10	2.76999219407437e-10	2.96956166725717e-10	2.32940885443496e-10	2.48691021600797e-10	3.03373559269189e-10	7.75122686389742e-10	4.46025569939904e-09	6.03097537124678e-11	4.69898889401064e-10	7.2731641886771e-10	6.30270565886004e-11	3.46461936632586e-10	8.43002746558729e-11	1.61944774028572e-11	5.54470973559649e-11	1.1859829483456e-11	5.97935486797605e-11	3.29390769885917e-11	1.82913296418002e-10	2.06185222223963e-11	8.43002746558729e-11	1.56014461427419e-10	1.6086796651523e-10	3.43523846180241e-11	1.08958279535273e-10	2.84746293329923e-11	4.92758519727312e-11	1.29028703463226e-11	3.63041988537844e-11	9.75572170072315e-11	3.77063129463766e-11	2.45680654974158e-10	3.63971726960979e-11	2.11945522822219e-11	7.13221141755748e-11	1.64921390709444e-11	7.18075474010708e-11
ALAGLU 1.04119540859466e-10	7.22136834943955e-11	2.50634570455179e-11	3.35558762038025e-11	2.28550281544654e-11	7.43342273462084e-11	1.41434429314591e-11	6.00935630297919e-12	1.33107785353901e-11	1.31522205039006e-11	4.58450152239969e-10	3.22514937676356e-11	2.5159579707723e-11	3.47227031496895e-11	6.13505181236042e-11	6.5690170684336e-11	8.66993566958831e-11	1.64683378740238e-09	2.3708045837787e-09	3.16400782392961e-11	3.40744595518491e-12	1.60727572521391e-10	5.62787334614504e-11	1.97213023360697e-10	7.80255040405319e-12	1.51465322414668e-11	2.10834842733899e-10	3.362036466956e-09	3.07760915528269e-11	9.92513279643952e-11	4.27414270871959e-12	7.50723559782307e-10	7.04576779346962e-10	1.51465322414668e-11	1.04251935833824e-10	3.02427018918606e-10	8.09756373558672e-12	8.95251102877714e-09	2.22714843556028e-11	1.45297274113464e-10	1.12810924403446e-11	8.48055344733098e-11	1.18463316315709e-11	1.74292586867305e-10	6.7243864183994e-12	4.94836296445289e-11	3.31350963632025e-11	9.5096430845723e-12	3.50421718183862e-10	3.80696920455351e-11
ALAGLY 8.8494897815156e-10	5.26196309133155e-09	1.03936038142916e-10	4.78261802153857e-09	1.0052883425805e-11	1.27994287942724e-09	2.05679165453058e-07	1.22853494950995e-10	5.76930311421665e-10	1.21554108340682e-09	2.05941421855874e-07	1.41162530406278e-09	1.44022274007208e-09	8.83515929585345e-10	1.41348880467306e-10	3.47080530399051e-11	4.06273655917222e-11	7.57314550475058e-11	6.68954065176707e-08	1.39537600855741e-09	2.034920076023e-10	2.51232637439238e-10	1.30379684460855e-10	1.10282012568421e-08	4.82360657472864e-09	1.09856961155601e-10	1.08879681379848e-10	7.32161480308231e-10	2.49904104974866e-10	1.90178906458046e-10	4.25962552768749e-10	4.99984919698252e-10	1.76005921812898e-10	1.09856961155601e-10	6.68723502932627e-10	1.15740083271632e-10	2.0703534529499e-11	3.67276305037132e-10	2.67758832115248e-11	2.32758489604316e-10	4.04531363458968e-11	9.11037501650162e-11	6.02505816454051e-11	2.95658103639129e-10	3.44555206707937e-11	8.96778004780921e-11	1.86377840536253e-10	1.84765069424269e-10	1.23222195756121e-10	5.90091547449821e-10
ALAHIS 7.40766771883309e-09	5.60304982862317e-11	2.70089228519134e-08	5.8563336651872e-09	1.65704394910841e-10	1.61580136394106e-08	1.18203036606985e-08	9.5892997993544e-11	7.5545562058047e-09	3.81092362288956e-09	6.12754505566301e-10	2.90673181807551e-08	3.99463982865629e-10	3.99590120095933e-08	1.29275811005892e-09	2.92121802180051e-11	7.74957196923331e-09	2.11881113959073e-10	4.44277200044784e-10	5.5682321293295e-09	2.69982019356684e-09	1.92300562125087e-08	1.76166911803058e-09	5.55726710058307e-10	2.32314652212682e-10	1.2917784838799e-09	7.6345688286545e-11	2.68155602589226e-09	3.18571856922446e-11	4.42967062093088e-09	3.00812437203063e-10	2.0459944058642e-10	8.32802100027919e-11	1.2917784838799e-09	2.05086013209658e-08	4.46266444590986e-10	3.01650655069092e-11	5.78615309347969e-09	3.51836236699792e-11	3.65516352919009e-10	6.53956144024675e-11	4.67668749467026e-09	4.47779539991424e-09	1.49404694828076e-09	3.70149775675859e-09	6.56334290996399e-10	1.93721084518836e-10	4.00800082082366e-10	5.12055222918477e-10	2.18759654825874e-09
ALAILE 4.48631454167889e-09	7.87553106139073e-10	2.87392396791849e-08	4.82088794854945e-10	5.89677425210923e-10	1.1715235554706e-08	2.82321993906777e-08	2.12413164585396e-11	1.25268328706724e-09	4.67658037544596e-10	1.50356953107268e-08	7.8721012107354e-09	1.67663076981974e-10	4.38145646058595e-09	6.33698853632521e-10	8.03959674600178e-11	5.7413149892422e-09	3.62821859533629e-10	1.65913634221835e-09	1.80394875481532e-08	3.87156825477753e-10	8.82022704004114e-09	5.76876193779488e-10	2.91996489276354e-10	1.07784348587722e-09	1.59462080642372e-10	7.62803222872218e-11	9.21919383894185e-10	2.80753271845379e-11	4.02170969538743e-10	7.09765780155948e-11	6.24994510005342e-10	3.77947771741778e-10	1.59462080642372e-10	2.08698406339987e-09	5.07729466862278e-10	1.28648676374335e-11	1.29420676463615e-09	1.72545718814675e-11	3.07571291904167e-10	1.91176713109798e-11	5.97279195700935e-10	4.48160380993284e-10	4.83407402429013e-10	7.11948457907636e-09	1.82712641532776e-10	2.37653472960149e-10	7.94494102119208e-11	1.72595110625385e-10	4.49679258888888e-10
