1 4.81043
2 4.98235
3 4.81662
4 4.90555
5 4.86224
6 4.96844
7 3.64014
8 4.77931
9 4.62924
10 4.95985
11 4.42219
12 4.82131
13 4.49195
14 4.89852
15 4.16641
16 4.10027
17 4.61385
18 4.83368
19 4.95075
20 4.62924
21 4.97824
22 4.81662
23 4.94685
24 4.71131
25 4.73907
26 4.73907
27 4.94685
28 4.88257
29 4.62924
30 4.94685
31 4.95968
32 4.62924
33 4.42219
34 4.62188
35 4.82559
36 4.62188
37 4.70046
38 4.82131
39 4.94685
40 4.88864
41 4.94685
42 4.93029
43 4.62188
44 4.86068
45 4.86068
46 4.71131
47 4.62188
48 4.90555
49 4.99616
50 4.70046
