GLUGLY 	 6.47625 	 0.5
GLUHIS 	 8.90131657431987 	 1.84705018806628
GLUILE 	 7.61182008266884 	 1.47563724979584
GLULEU 	 7.86493129259806 	 1.4131817765855
GLULYS 	 9.40041331384807 	 2.09392234782808
GLUMET 	 8.07416032861812 	 1.58587331750188
GLUPHE 	 8.38823401234979 	 1.76731591798861
GLUPRO 	 7.40097875309113 	 1.31620503068313
GLUSER 	 7.3627845483566 	 1.38053930180371
GLUTHR 	 7.47345425232561 	 1.3953066294714
GLUTRP 	 9.10856157078892 	 1.96501733773284
GLUTYR 	 9.31009445344886 	 2.13337812656544
GLUVAL 	 7.3508346864277 	 1.27544378888835
GLYGLY 	 4.5417 	 0.5
GLYHIS 	 6.57985 	 0.5
GLYILE 	 6.13975 	 0.5
GLYLEU 	 6.29895 	 0.5
GLYLYS 	 6.77155 	 0.5
GLYMET 	 6.4769 	 0.5
GLYPHE 	 6.8353 	 0.5
GLYPRO 	 5.5798 	 0.5
GLYSER 	 5.38 	 0.5
GLYTHR 	 5.69115 	 0.5
GLYTRP 	 7.26675 	 0.5
GLYTYR 	 7.12165 	 0.5
GLYVAL 	 5.78365 	 0.5
HISHIS 	 8.55717572308617 	 2.08868826284101
HISILE 	 8.00152500055914 	 1.62557636320164
HISLEU 	 8.2573868436302 	 1.4815825977568
HISLYS 	 8.73923819920487 	 2.04395816635933
HISMET 	 8.38112223875202 	 1.81450157301744
HISPHE 	 8.7049358893386 	 1.74781645056653
HISPRO 	 7.31353208860045 	 1.40138388948715
HISSER 	 7.49712673990864 	 1.47058187837754
HISTHR 	 7.69748543290461 	 1.49720544642479
HISTRP 	 9.31693768131733 	 2.14052428315859
HISTYR 	 9.15176528904577 	 2.18931985144896
HISVAL 	 7.67077605403691 	 1.42463800345554
ILEILE 	 7.93421991976067 	 1.46506531185931
ILELEU 	 8.13629150574564 	 1.40473452353022
ILELYS 	 7.90776366647095 	 1.66959005266378
ILEMET 	 8.30766159679873 	 1.59464877120659
ILEPHE 	 8.60517530507573 	 1.70184940789998
ILEPRO 	 7.26814354404592 	 1.13852042672528
ILESER 	 6.82215102934463 	 1.19012879113957
ILETHR 	 7.40818376111115 	 1.28913709887425
ILETRP 	 9.2349162472828 	 1.90416995310487
ILETYR 	 8.58373576779798 	 1.88438453009371
ILEVAL 	 7.53153017093052 	 1.27515510618838
LEULEU 	 8.23384298695426 	 1.51336132493571
LEULYS 	 7.98743593838137 	 1.63464821852009
LEUMET 	 8.38193272486145 	 1.62096461992742
LEUPHE 	 8.77038561935594 	 1.82519614480591
LEUPRO 	 7.48830069717538 	 1.2390367581887
LEUSER 	 7.15891084289977 	 1.27951557353179
LEUTHR 	 7.61412588144332 	 1.24907382381163
LEUTRP 	 9.23033933481777 	 1.95632590334571
LEUTYR 	 8.75772000243145 	 1.81166223713617
LEUVAL 	 7.77376253472725 	 1.22609072542207
LYSLYS 	 9.54178982590319 	 2.94889844525589
LYSMET 	 8.43967395811725 	 1.92488146260415
LYSPHE 	 8.46690628498818 	 1.8877006773906
LYSPRO 	 7.76680673916998 	 1.77488811868672
LYSSER 	 7.97159185739172 	 1.87493017126319
LYSTHR 	 8.01631217486102 	 1.9439981465469
LYSTRP 	 8.83839808903178 	 2.09694310891717
LYSTYR 	 9.29901654905215 	 2.32360908240199
LYSVAL 	 7.53528936963561 	 1.57467366614764
METMET 	 8.49031267437161 	 1.91684099183226
METPHE 	 8.88887965347402 	 1.92945371162967
METPRO 	 7.71351514468974 	 1.44961802495881
METSER 	 7.12799532329204 	 1.59389345994698
METTHR 	 7.70429613364061 	 1.55811087618201
METTRP 	 9.3871939647326 	 2.14720780708669
METTYR 	 8.8439362576805 	 2.05734064042664
METVAL 	 7.9430818948021 	 1.56682216173097
PHEPHE 	 9.21214765037181 	 2.16385605997045
PHEPRO 	 7.72313302939487 	 1.5601642899209
PHESER 	 7.57892543204881 	 1.55343914260887
PHETHR 	 8.1894037684922 	 1.73802721924559
PHETRP 	 9.97302825041026 	 2.45477459286222
PHETYR 	 9.29039126520243 	 2.15735494120545
PHEVAL 	 8.44741364761614 	 1.665490261897
PROPRO 	 6.71260953770053 	 1.17004012500262
PROSER 	 6.41988704894438 	 0.984967211603392
PROTHR 	 6.85390020808575 	 1.01177571985199
PROTRP 	 8.09578489266612 	 1.6067747207169
PROTYR 	 8.303786232516 	 1.77498909243174
PROVAL 	 6.99188460851979 	 0.99237473106594
SERSER 	 6.14628809264394 	 1.09683894398628
SERTHR 	 6.40884644256299 	 1.10095821548387
SERTRP 	 8.12720237122348 	 1.81449700552491
SERTYR 	 8.13555345176175 	 1.90698969777354
SERVAL 	 6.60224140690369 	 1.04328959251138
THRTHR 	 6.71212309439505 	 1.25122370720219
THRTRP 	 8.42519788658605 	 1.9181835844067
THRTYR 	 8.47061972948137 	 1.92814433717431
THRVAL 	 6.92600723741991 	 1.10234869918926
TRPTRP 	 9.96176991823581 	 2.68747086863067
TRPTYR 	 9.90096939046951 	 2.34179215359518
TRPVAL 	 8.80473773581833 	 1.86842607761429
TYRTYR 	 9.36930023419582 	 2.67044466163393
TYRVAL 	 8.40160233696928 	 1.84471830848729
VALVAL 	 7.10756468404602 	 1.14569404811654
