1 4.19907
2 4.61919
3 4.7073
4 4.40416
5 4.84419
6 4.76125
7 4.55146
8 4.93514
9 4.8748
10 4.02323
11 4.70513
12 4.71066
13 4.94249
14 4.93197
15 4.78813
16 4.70513
17 4.70513
18 4.71066
19 4.78813
20 4.78813
21 4.70513
22 4.788
23 3.91234
24 3.37604
25 4.72865
26 4.64565
27 4.77876
28 4.84744
29 4.80719
30 4.92148
31 4.77876
32 4.48894
33 4.9946
34 4.97637
35 4.63135
36 4.7791
37 4.63135
38 4.56244
39 4.96025
40 4.96094
41 3.95141
42 3.96174
43 4.80719
44 4.86101
45 4.77876
46 4.98884
47 4.97637
48 4.64565
49 3.91234
50 4.24451
