ALAALA 2.87608774304473e-07	5.79859414911476e-07	2.24282120696081e-07	3.55308754208322e-07	1.66720944583872e-07	2.1576680417711e-07	2.6008507556138e-07	3.83342126692003e-07	1.79329374558237e-07	2.55356736357199e-07	2.25842147974287e-07	2.54599184901852e-07	1.07292940539731e-07	4.28379361884647e-07	2.23251960189526e-07	2.25842147974287e-07	2.25842147974287e-07	2.54599184901852e-07	2.23251960189526e-07	2.23251960189526e-07	2.25842147974287e-07	1.81784012774294e-06	2.90059276924849e-07	3.13294000850976e-07	3.85004392587769e-07	3.28927870598914e-07	1.40943176258248e-07	3.93768589584635e-07	3.56232243672152e-07	2.87872228419635e-07	1.40943176258248e-07	1.32902572800221e-07	2.7311044952741e-07	1.5604820519698e-07	2.04402794019302e-07	1.96279548839543e-07	2.04402794019302e-07	1.66319066404417e-07	4.55461995857053e-07	1.91128092831562e-07	2.29243660887033e-07	1.60414267191488e-07	3.56232243672152e-07	3.07598057714617e-07	1.40943176258248e-07	5.16401758005095e-07	1.5604820519698e-07	3.28927870598914e-07	2.90059276924849e-07	3.58917783214727e-07
ALAARG 7.00199450247603e-07	1.5000395033616e-06	8.90916582933076e-07	1.72245490447329e-06	1.07133226652136e-06	1.17187512177622e-06	1.3285803922192e-06	1.29058559347425e-06	5.5951660784715e-07	9.0213106088424e-07	9.86059244761576e-07	1.03082513431381e-06	2.89045026762442e-07	6.72331037004043e-07	1.15396083955884e-06	9.86059244761576e-07	9.86059244761576e-07	1.03082513431381e-06	1.15396083955884e-06	1.15396083955884e-06	9.86059244761576e-07	7.84300816343493e-07	1.00642185064187e-06	3.74989997101041e-07	1.00421024173576e-06	2.18420837344433e-06	4.98139846365271e-07	4.69111128533591e-07	1.77094808189624e-06	2.07815549920835e-06	4.98139846365271e-07	4.22142519573536e-07	4.76996381770572e-07	7.55926434902084e-07	1.390186058983e-06	6.27592918977963e-07	1.390186058983e-06	4.56075655385553e-07	1.21953669317883e-06	5.18790476592474e-07	1.1339881504963e-06	7.92066503689531e-07	1.77094808189624e-06	1.47263777799203e-06	4.98139846365271e-07	8.84822866279597e-07	7.55926434902084e-07	2.18420837344433e-06	1.00642185064187e-06	4.73340065020865e-07
ALAASN 1.69406958627228e-07	4.5696392107504e-07	1.68379432398808e-07	2.30113956121314e-07	1.26369396253872e-07	1.18552636761145e-07	1.21251493711262e-07	2.04632352248415e-07	1.09492414228755e-07	1.89546275632246e-07	2.30616429910734e-07	1.12420257425707e-07	5.3588180166325e-08	6.312751759177e-07	1.72041860876258e-07	2.30616429910734e-07	2.30616429910734e-07	1.12420257425707e-07	1.72041860876258e-07	1.72041860876258e-07	2.30616429910734e-07	3.04204094884418e-06	3.28998848179678e-07	1.69553241435245e-07	3.83668182707504e-07	1.85796553056902e-07	7.30155783934406e-08	5.72060430982446e-07	3.34085335919769e-07	2.26012400440249e-07	7.30155783934406e-08	8.44243644793838e-08	1.69573345565835e-07	1.33593698053192e-07	1.49195881343125e-07	1.03946825789665e-07	1.49195881343125e-07	5.84875254855359e-08	1.98015195168455e-07	5.93841280276371e-08	1.33099416688701e-07	1.2072889324189e-07	3.34085335919769e-07	2.79178390187952e-07	7.30155783934406e-08	5.03699643438432e-07	1.33593698053192e-07	1.85796553056902e-07	3.28998848179678e-07	1.77248075285059e-07
ALAASP 1.95365287113925e-07	3.73398067281333e-06	4.73830430472842e-07	3.76085445045986e-07	2.42518902549213e-07	2.62208161352434e-07	4.36913351300387e-07	5.61004919357891e-07	2.99943767579563e-07	4.16821655729543e-07	1.27965595608474e-07	1.19026413907331e-07	5.17190423004151e-08	2.29163145452132e-07	1.22927275342934e-07	1.27965595608474e-07	1.27965595608474e-07	1.19026413907331e-07	1.22927275342934e-07	1.22927275342934e-07	1.27965595608474e-07	1.89228701553853e-06	1.46845579617993e-07	1.00633295983867e-07	1.5775666374814e-07	2.17097644504558e-07	7.49596382207536e-08	2.20497454501987e-07	1.81741700001254e-07	2.3443256066303e-07	7.49596382207536e-08	7.18915746804699e-08	9.98864613490434e-08	1.64111041760154e-07	1.73677194773935e-07	1.92588583383973e-07	1.73677194773935e-07	1.18934298233102e-07	1.86421844306747e-07	1.12824062415985e-07	1.301924567568e-07	9.02734548227212e-08	1.81741700001254e-07	1.38258645947416e-07	7.49596382207536e-08	1.83803417463867e-07	1.64111041760154e-07	2.17097644504558e-07	1.46845579617993e-07	1.19058973692994e-07
ALACYS 0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALAGLN 2.67513488561291e-07	3.50027471258617e-07	4.30304868914099e-07	7.55606213066878e-07	5.1553839556559e-07	3.97117080856681e-07	3.40654873300526e-07	3.22966861090297e-07	1.9442331251263e-07	3.3321312630845e-07	7.08755327899774e-07	3.9615396871162e-07	1.35992753019162e-07	7.40292315175535e-07	7.29431802900396e-07	7.08755327899774e-07	7.08755327899774e-07	3.9615396871162e-07	7.29431802900396e-07	7.29431802900396e-07	7.08755327899774e-07	5.65889959562328e-07	7.45570552720776e-07	2.52253942556944e-07	6.22004539324535e-07	7.65557345767403e-07	2.22047312474738e-07	3.88756642397947e-07	1.09893905611505e-06	9.72315885422041e-07	2.22047312474738e-07	2.84974636841859e-07	2.09536816568649e-07	5.52356160383755e-07	6.57217011005383e-07	2.60708178820836e-07	6.57217011005383e-07	1.24884359429935e-07	4.2754330670078e-07	1.44874770367444e-07	5.14522171715751e-07	4.2210495748854e-07	1.09893905611505e-06	1.06639227702193e-06	2.22047312474738e-07	7.42464443570431e-07	5.52356160383755e-07	7.65557345767403e-07	7.45570552720776e-07	3.30052168817227e-07
ALAGLU 2.69375741625854e-06	1.66098062360298e-06	9.70581437259279e-07	1.81318670430148e-06	8.6255271434592e-07	1.30517943057511e-06	1.22902872349626e-06	2.16797840328382e-06	8.81658163397821e-07	1.69174944651278e-06	2.43284018733621e-06	3.47371336049437e-06	5.74959044048693e-07	3.1516943957299e-06	1.94910410736886e-06	2.43284018733621e-06	2.43284018733621e-06	3.47371336049437e-06	1.94910410736886e-06	1.94910410736886e-06	2.43284018733621e-06	4.44995786815156e-06	3.05637785488066e-06	3.43723258880249e-06	4.03387350689012e-06	2.56560176683844e-06	8.75602664833324e-07	3.17231959240502e-06	3.32564218396863e-06	1.985445987695e-06	8.75602664833324e-07	8.5229603317393e-07	3.03512214863983e-06	9.40427123585976e-07	1.51786851036365e-06	1.26526125495655e-06	1.51786851036365e-06	8.63080937719631e-07	5.29099504966587e-06	1.06570160609494e-06	1.85100585187722e-06	1.43999041753197e-06	3.32564218396863e-06	3.13634923211199e-06	8.75602664833324e-07	5.18679160941123e-06	9.40427123585976e-07	2.56560176683844e-06	3.05637785488066e-06	3.17148072860913e-06
ALAGLY 1.89735078978142e-07	5.62466404306104e-07	2.21528073769375e-07	2.58551425786395e-07	1.36586564054295e-07	1.76312505380179e-07	2.82162702554967e-07	3.57338003623197e-07	1.75765378559212e-07	2.21046834017242e-07	1.16623601429877e-07	1.56314805108322e-07	8.53646062535857e-08	1.62001968781167e-07	1.22016183053939e-07	1.16623601429877e-07	1.16623601429877e-07	1.56314805108322e-07	1.22016183053939e-07	1.22016183053939e-07	1.16623601429877e-07	6.27075424292507e-07	1.36864686105444e-07	1.2640913044234e-07	2.03723396999523e-07	2.0877751535622e-07	9.66449111233711e-08	1.75369360411608e-07	1.68592307082764e-07	1.84424822389287e-07	9.66449111233711e-08	8.04599618340988e-08	1.63341643669854e-07	1.19524243297516e-07	1.40705062872701e-07	1.28888505079326e-07	1.40705062872701e-07	1.74554290877296e-07	1.95669553291385e-07	1.83043317415291e-07	1.38645035174367e-07	9.85575858677793e-08	1.68592307082764e-07	1.53433438225206e-07	9.66449111233711e-08	2.02907543602921e-07	1.19524243297516e-07	2.0877751535622e-07	1.36864686105444e-07	1.87964173384405e-07
ALAHIS 3.08789051066893e-08	8.59188825648399e-08	4.12431983213765e-08	3.1742459852444e-08	2.31356851722193e-08	2.89896564750716e-08	4.11980108549097e-08	6.0702882170633e-08	3.16291473778499e-08	3.72568714720608e-08	1.25659148813679e-08	2.69783154490687e-08	1.9465607785162e-08	1.03676994509428e-08	1.63889670720311e-08	1.25659148813679e-08	1.25659148813679e-08	2.69783154490687e-08	1.63889670720311e-08	1.63889670720311e-08	1.25659148813679e-08	1.59987907258282e-08	1.52571610507755e-08	1.96476363628752e-08	3.07565621645375e-08	3.24421075574413e-08	1.70269226317281e-08	1.5636958602762e-08	1.80066490964804e-08	2.25971291312972e-08	1.70269226317281e-08	1.18602556574993e-08	2.90667129792354e-08	1.73584078794477e-08	1.9983182310888e-08	1.95039295734734e-08	1.9983182310888e-08	2.9719521504251e-08	2.77671667411571e-08	3.61266343378333e-08	2.12185440437672e-08	1.58838277187514e-08	1.80066490964804e-08	2.30591898515722e-08	1.70269226317281e-08	2.28360958472866e-08	1.73584078794477e-08	3.24421075574413e-08	1.52571610507755e-08	2.07389922047601e-08
ALAILE 1.11893574154067e-06	2.11061453843848e-06	1.11026733650182e-06	1.816655044678e-06	9.4529635855602e-07	1.29401683933098e-06	1.9318211446702e-06	1.97315203208712e-06	8.62134863913041e-07	1.17881289010446e-06	6.56720053046157e-07	1.0337680117584e-06	3.00420627102779e-07	6.48693592934296e-07	8.37717899683006e-07	6.56720053046157e-07	6.56720053046157e-07	1.0337680117584e-06	8.37717899683006e-07	8.37717899683006e-07	6.56720053046157e-07	1.35590434366164e-06	8.00979165082746e-07	6.0086864961973e-07	9.3902696724611e-07	1.79854092890373e-06	4.50518823415152e-07	6.7360045460411e-07	1.10850057524254e-06	1.57822475022448e-06	4.50518823415152e-07	3.91077297144089e-07	5.95193474239658e-07	7.42957962505392e-07	1.11369686450781e-06	8.00795923136252e-07	1.11369686450781e-06	6.12646172568685e-07	1.42800989080208e-06	6.95859576863082e-07	9.65459260198227e-07	5.85584227720125e-07	1.10850057524254e-06	9.00922236152726e-07	4.50518823415152e-07	1.02475423285403e-06	7.42957962505392e-07	1.79854092890373e-06	8.00979165082746e-07	6.65821176087715e-07
